date,open,high,low,close
2009-05-27,6.77,7.162,6.93,6.9
2009-05-28,6.824,6.98,6.924,7.12
2009-05-29,6.98,7.3045,7.04,7.49
2009-06-01,7.44,7.68,7.429,7.83
2009-06-02,7.53,7.67,7.492,7.7
2009-06-03,7.71,7.95,7.36,7.7
2009-06-04,7.64,7.76,7.59,7.951
2009-06-05,7.897,8.0,7.68,7.77
2009-06-08,7.75,7.7,7.417,7.706
2009-06-09,7.56,7.7,7.62,7.8
2009-06-10,7.82,7.9,7.39,7.51
2009-06-11,7.474,7.79,7.35,7.36
2009-06-12,7.29,7.56,7.25,7.622
2009-06-15,7.52,7.5,7.02,7.31
2009-06-16,7.1,7.35,7.22,7.0
2009-06-17,7.13,7.519,7.0,7.35
2009-06-18,7.24,7.299,7.38,7.407
2009-06-19,7.507,7.55,7.178,7.12
2009-06-22,7.031,7.23,7.03,7.063
2009-06-23,7.02,7.41,6.914,7.33
2009-06-24,7.193,7.64,7.17,7.43
2009-06-25,7.132,7.7488,7.31,7.62
2009-06-26,7.4,7.77,7.5061,7.317
2009-06-29,7.425,7.5565,7.5547,7.43
2009-06-30,7.59,7.383,6.911,6.952
2009-07-01,7.18,7.3276,6.992,7.0
2009-07-02,6.951,7.29,6.87,6.773
2009-07-03,6.937,7.33,6.77,6.935
2009-07-06,6.8,6.9,6.91,6.8
2009-07-07,7.029,6.86,6.6,6.718
2009-07-08,6.667,6.72,6.65,6.68
2009-07-09,6.56,7.1,6.68,7.03
2009-07-10,6.823,7.053,6.675,6.726
2009-07-13,6.958,7.18,6.68,7.048
2009-07-14,7.024,7.223,6.92,7.12
2009-07-15,7.39,7.32,7.07,7.36
2009-07-16,7.291,7.398,7.196,7.467
2009-07-17,7.574,7.59,7.36,7.57
2009-07-20,7.24,7.747,7.39,7.61
2009-07-21,7.844,7.602,7.262,7.347
2009-07-22,8.17,9.084,8.218,9.075
2009-07-23,8.8,8.69,8.47,8.84
2009-07-24,8.865,8.99,8.72,8.79
2009-07-27,8.86,9.06,8.777,8.92
2009-07-28,8.806,8.783,8.87,8.88
2009-07-29,8.802,8.79,8.638,8.76
2009-07-30,8.798,9.03,8.64,8.899
2009-07-31,8.91,9.05,8.847,9.09
2009-08-03,9.335,9.445,9.117,9.355
2009-08-04,9.097,9.8,9.14,9.39
2009-08-05,9.49,9.91,9.374,9.46
2009-08-06,9.25,9.41,9.218,9.39
2009-08-07,9.676,9.628,9.451,9.727
2009-08-10,9.7,9.99,9.824,9.9
2009-08-11,9.93,9.63,9.5,9.74
2009-08-12,9.8,10.16,9.577,9.814
2009-08-13,9.71,10.164,9.846,10.31
2009-08-14,9.749,9.964,9.56,9.79
2009-08-17,9.41,9.5102,9.482,9.44
2009-08-18,9.526,9.949,9.62,9.666
2009-08-19,9.6,9.65,9.48,9.93
2009-08-20,9.96,9.99,9.58,9.93
2009-08-21,9.9,10.27,9.97,10.042
2009-08-24,10.01,10.346,9.787,10.09
2009-08-25,9.769,10.2,9.843,9.87
2009-08-26,9.797,9.97,10.045,9.71
2009-08-27,10.035,9.78,9.48,9.82
2009-08-28,10.212,10.12,9.6455,9.682
2009-08-31,9.763,10.01,9.473,9.918
2009-09-01,9.79,9.829,9.36,9.48
2009-09-02,9.35,9.631,9.19,9.33
2009-09-03,9.4,9.496,9.468,9.436
2009-09-04,9.43,9.783,9.69,9.91
2009-09-08,9.8,10.039,9.563,10.0
2009-09-09,9.9,10.16,9.72,10.249
2009-09-10,10.18,10.15,10.32,10.254
2009-09-11,10.345,10.4,10.02,10.296
2009-09-14,10.232,10.237,10.04,10.41
2009-09-15,10.03,10.36,10.34,9.999
2009-09-16,10.23,10.1866,10.092,10.116
2009-09-17,10.13,10.59,10.23,10.46
2009-09-18,10.55,10.86,10.26,10.65
2009-09-21,10.619,10.66,10.36,10.36
2009-09-22,10.77,10.408,10.62,10.699
2009-09-23,10.5,10.54,10.04,10.075
2009-09-24,10.041,9.99,9.808,9.806
2009-09-25,9.977,10.247,9.76,10.388
2009-09-28,10.374,10.76,10.02,10.56
2009-09-29,10.593,10.55,10.155,10.66
2009-09-30,10.209,10.639,9.95,10.333
2009-10-01,10.468,10.6,10.1,10.091
2009-10-02,9.88,10.1777,10.044,9.89
2009-10-05,10.008,10.47,9.9,10.37
2009-10-06,10.09,10.646,10.067,10.633
2009-10-07,10.703,10.6,10.5,10.5
2009-10-08,10.55,10.857,10.649,10.488
2009-10-09,10.401,10.61,10.31,10.61
2009-10-12,10.31,10.63,10.34,10.28
2009-10-13,10.243,10.434,10.261,10.465
2009-10-14,10.43,10.57,10.6,10.54
2009-10-15,10.33,10.4902,10.152,10.49
2009-10-16,10.72,10.775,10.43,10.43
2009-10-19,10.49,10.683,10.373,10.48
2009-10-20,10.53,10.63,10.6,10.623
2009-10-21,10.38,10.78,10.23,10.54
2009-10-22,10.56,10.92,10.5,10.36
2009-10-23,10.6,10.545,10.477,10.196
2009-10-26,10.465,10.78,10.09,10.329
2009-10-27,10.229,10.28,9.881,9.991
2009-10-28,9.62,10.167,9.41,9.6
2009-10-29,9.724,10.226,9.74,10.16
2009-10-30,10.09,10.197,9.468,9.72
2009-11-02,9.79,9.84,9.526,9.72
2009-11-03,9.994,9.992,9.77,10.07
2009-11-04,10.16,10.0,9.814,9.948
2009-11-05,9.743,10.33,9.659,9.97
2009-11-06,10.3,10.873,10.61,10.83
2009-11-09,10.997,11.109,10.458,10.69
2009-11-10,11.0,11.025,10.722,10.889
2009-11-11,10.9,11.14,11.12,11.161
2009-11-12,11.036,11.3088,11.26,11.35
2009-11-13,10.981,11.062,10.827,10.94
2009-11-16,11.22,11.23,11.01,11.3
2009-11-17,11.371,11.082,11.192,11.392
2009-11-18,10.94,11.19,10.941,10.96
2009-11-19,10.843,11.009,10.765,11.276
2009-11-20,11.09,10.92,10.8,11.039
2009-11-23,11.056,11.3,10.776,11.179
2009-11-24,11.27,10.904,10.669,11.001
2009-11-25,10.97,10.92,11.05,10.97
2009-11-27,11.046,11.32,11.0,11.181
2009-11-30,10.881,11.47,10.931,10.99
2009-12-01,10.98,11.25,11.07,11.331
2009-12-02,11.386,11.0,11.024,10.97
2009-12-03,10.874,11.453,10.71,11.01
2009-12-04,10.862,11.09,10.77,11.0
2009-12-07,11.12,10.99,11.03,10.9
2009-12-08,10.609,11.04,10.531,10.63
2009-12-09,11.15,11.108,10.8,10.84
2009-12-10,10.89,11.598,11.05,11.621
2009-12-11,11.4,11.662,11.42,11.3
2009-12-14,11.61,11.696,11.31,11.74
2009-12-15,11.84,11.45,11.462,11.49
2009-12-16,11.81,11.886,11.53,11.61
2009-12-17,11.363,11.339,11.57,11.432
2009-12-18,11.39,12.02,11.221,12.35
2009-12-21,12.4,12.078,12.039,11.83
2009-12-22,11.64,11.9,11.929,12.03
2009-12-23,11.89,12.1,12.12,12.28
2009-12-24,12.233,12.03,11.76,12.19
2009-12-28,12.15,12.218,11.855,12.276
2009-12-29,12.106,12.108,11.738,12.111
2009-12-30,12.074,11.797,12.04,11.669
2009-12-31,11.72,11.88,12.05,11.79
2010-01-04,11.78,11.973,11.844,11.997
2010-01-05,11.761,12.0,11.8,11.842
2010-01-06,11.926,12.22,11.63,12.0
2010-01-07,12.167,12.334,12.11,12.11
2010-01-08,11.89,11.9,11.892,12.16
2010-01-11,11.8,12.247,12.002,12.082
2010-01-12,11.942,12.008,11.5,11.48
2010-01-13,11.87,11.79,11.914,11.7016
2010-01-14,11.92,11.9,11.991,11.992
2010-01-15,12.07,11.958,11.745,11.752
2010-01-18,11.98,11.921,12.012,12.19
2010-01-19,11.95,12.3,11.91,11.82
2010-01-20,12.243,12.0,11.721,12.224
2010-01-21,12.13,12.829,11.947,12.148
2010-01-22,12.23,11.959,11.805,11.62
2010-01-25,11.6,11.85,11.433,11.3
2010-01-26,11.153,11.73,11.357,11.34
2010-01-27,11.63,11.748,11.601,11.642
2010-01-28,11.783,11.723,11.07,11.35
2010-01-29,11.345,11.38,10.898,11.141
2010-02-01,11.2,11.34,11.016,11.514
2010-02-02,11.1,11.709,11.17,11.305
2010-02-03,11.5,11.655,11.26,11.469
2010-02-04,11.261,11.623,11.417,11.332
2010-02-05,11.104,11.3945,11.03,11.25
2010-02-08,11.221,11.593,11.122,11.222
2010-02-09,11.61,11.4,11.1815,11.188
2010-02-10,11.05,11.774,11.18,11.67
2010-02-11,11.376,11.65,11.4,11.47
2010-02-12,11.255,11.56,11.56,11.5
2010-02-16,11.59,11.86,11.328,11.73
2010-02-17,11.9,11.661,11.871,11.95
2010-02-18,11.66,11.93,12.009,11.76
2010-02-19,11.92,12.08,11.998,12.0
2010-02-22,11.761,11.94,11.94,11.52
2010-02-23,11.59,11.465,11.671,11.55
2010-02-24,11.651,11.98,11.849,11.85
2010-02-25,11.79,11.99,11.316,11.58
2010-02-26,11.789,12.064,11.86,11.975
2010-03-01,11.92,11.79,11.765,11.741
2010-03-02,12.14,12.3,11.76,12.162
2010-03-03,11.915,11.83,11.97,11.63
2010-03-04,11.682,11.918,11.722,11.59
2010-03-05,11.847,12.2,11.884,12.079
2010-03-08,12.18,12.228,12.015,11.7
2010-03-09,12.2,12.101,12.0,11.81
2010-03-10,12.05,12.221,11.89,12.325
2010-03-11,12.256,12.805,12.36,12.492
2010-03-12,12.233,12.46,12.61,12.51
2010-03-15,12.43,12.71,12.14,12.78
2010-03-16,13.022,13.226,12.72,12.95
2010-03-17,13.0,13.13,12.749,12.79
2010-03-18,12.951,12.85,12.499,12.99
2010-03-19,12.825,13.162,12.394,13.007
2010-03-22,12.82,13.09,12.708,12.8
2010-03-23,13.08,12.84,13.014,13.163
2010-03-24,13.43,13.0,12.68,12.892
2010-03-25,13.0,12.754,12.663,12.42
2010-03-26,12.3,12.806,12.267,12.382
2010-03-29,12.41,12.765,12.337,12.624
2010-03-30,12.627,12.491,12.41,12.63
2010-03-31,12.85,12.62,12.5,12.647
2010-04-01,12.6,12.683,12.121,12.51
2010-04-05,12.47,12.86,12.466,12.675
2010-04-06,12.68,12.78,12.504,12.6
2010-04-07,12.778,12.88,12.652,12.528
2010-04-08,12.68,13.0,12.399,12.566
2010-04-09,12.85,13.012,12.357,12.66
2010-04-12,12.89,12.639,12.27,12.394
2010-04-13,12.63,12.9,12.74,12.973
2010-04-14,12.483,12.961,12.4,12.61
2010-04-15,12.93,12.82,12.63,13.181
2010-04-16,13.19,13.24,12.898,12.51
2010-04-19,13.131,12.8151,12.33,12.79
2010-04-20,13.04,13.073,12.48,12.83
2010-04-21,12.7,12.93,12.8,12.87
2010-04-22,13.0,14.186,12.954,13.752
2010-04-23,14.043,14.303,13.972,13.68
2010-04-26,13.649,14.014,13.9,14.031
2010-04-27,14.019,14.37,13.294,13.373
2010-04-28,13.955,14.05,13.6,13.3
2010-04-29,13.262,13.424,13.13,13.4
2010-04-30,13.577,13.93,13.24,13.49
2010-05-03,13.309,13.66,13.21,13.86
2010-05-04,13.795,13.558,13.213,13.131
2010-05-05,13.051,13.832,13.3,13.43
2010-05-06,13.0,13.615,12.788,12.895
2010-05-07,13.008,13.43,12.3763,13.075
2010-05-10,13.607,13.88,13.54,13.82
2010-05-11,13.73,13.67,13.817,13.66
2010-05-12,13.72,14.388,13.4,14.395
2010-05-13,14.342,14.475,14.09,14.39
2010-05-14,14.213,14.178,13.74,13.847
2010-05-17,13.505,13.54,13.286,13.489
2010-05-18,13.533,14.21,13.5,13.55
2010-05-19,13.188,13.54,12.953,13.21
2010-05-20,12.804,13.343,12.83,13.01
2010-05-21,12.5,12.882,12.775,12.814
2010-05-24,12.66,12.93,12.942,12.586
2010-05-25,12.454,12.626,12.041,12.93
2010-05-26,12.862,13.06,12.4077,12.616
2010-05-27,12.98,13.33,12.7815,13.06
2010-05-28,13.571,13.625,13.284,13.378
2010-06-01,12.98,13.65,13.2,13.09
2010-06-02,13.429,13.5,13.015,13.53
2010-06-03,13.85,13.74,13.33,13.5
2010-06-04,13.383,13.797,13.0,13.4199
2010-06-07,13.485,13.255,12.888,13.18
2010-06-08,13.054,12.989,12.9,13.38
2010-06-09,13.55,13.99,13.306,13.782
2010-06-10,13.53,13.747,13.9,13.91
2010-06-11,13.995,14.268,13.54,13.961
2010-06-14,13.704,14.36,14.15,13.9
2010-06-15,14.35,14.01,13.948,14.426
2010-06-16,14.4,14.739,13.96,14.578
2010-06-17,14.472,14.466,14.0,14.22
2010-06-18,14.36,14.79,14.27,14.204
2010-06-21,14.371,14.47,14.24,14.26
2010-06-22,14.14,14.37,14.238,13.798
2010-06-23,14.2,14.3,13.8094,14.07
2010-06-24,13.8,14.047,13.6,13.985
2010-06-25,13.659,13.632,13.69,13.729
2010-06-28,13.853,13.77,13.67,13.533
2010-06-29,13.211,13.62,12.79,12.746
2010-06-30,12.648,13.004,12.231,12.2
2010-07-01,12.51,12.557,11.995,12.39
2010-07-02,12.679,12.765,12.483,12.661
2010-07-06,12.75,12.571,11.82,12.1414
2010-07-07,12.11,12.362,11.98,12.3
2010-07-08,12.85,12.759,12.526,12.46
2010-07-09,12.79,13.09,12.66,12.86
2010-07-12,13.113,13.17,12.956,12.713
2010-07-13,12.836,13.544,12.801,13.5
2010-07-14,12.96,13.092,12.932,14.0
2010-07-15,13.35,13.21,13.33,13.221
2010-07-16,13.4,13.48,12.691,12.941
2010-07-19,12.98,13.447,13.02,12.861
2010-07-20,13.1,13.4701,12.736,13.083
2010-07-21,13.2,13.09,12.6,13.118
2010-07-22,12.498,12.65,12.417,12.798
2010-07-23,12.88,13.24,12.79,12.69
2010-07-26,12.906,13.263,12.99,13.236
2010-07-27,12.72,12.822,12.68,12.88
2010-07-28,12.67,12.74,12.656,13.119
2010-07-29,12.742,12.8,12.59,12.72
2010-07-30,12.247,12.631,12.525,12.798
2010-08-02,12.94,13.05,12.92,12.36
2010-08-03,12.54,12.58,12.7,12.59
2010-08-04,12.87,12.76,12.557,13.09
2010-08-05,12.516,12.65,12.59,13.14
2010-08-06,12.611,13.053,12.706,13.097
2010-08-09,13.29,13.01,13.14,13.26
2010-08-10,12.867,13.3,12.672,13.0
2010-08-11,12.68,12.74,12.621,12.9
2010-08-12,12.663,12.885,12.73,12.26
2010-08-13,12.521,12.7377,12.47,12.509
2010-08-16,12.327,12.307,11.932,11.92
2010-08-17,12.13,12.739,12.13,12.3872
2010-08-18,12.22,12.6,12.432,12.53
2010-08-19,12.364,12.855,12.49,12.52
2010-08-20,12.46,12.618,11.98,12.243
2010-08-23,12.63,12.3,12.37,12.33
2010-08-24,11.82,12.07,11.47,11.6
2010-08-25,11.5,12.17,11.27,12.0
2010-08-26,12.15,11.85,11.76,11.799
2010-08-27,11.78,12.32,11.9277,11.837
2010-08-30,11.8,12.06,12.03,11.802
2010-08-31,12.11,12.07,11.386,11.61
2010-09-01,11.7,12.478,11.98,12.3
2010-09-02,12.19,12.68,11.855,12.56
2010-09-03,12.902,12.682,12.75,13.153
2010-09-07,12.614,12.73,12.554,13.019
2010-09-08,12.745,12.97,12.516,12.79
2010-09-09,12.649,12.728,12.713,12.956
2010-09-10,12.98,12.96,12.629,13.0
2010-09-13,13.155,13.2558,13.365,13.383
2010-09-14,13.31,13.236,12.922,13.47
2010-09-15,12.925,13.46,13.169,13.493
2010-09-16,13.06,13.462,13.335,13.423
2010-09-17,12.979,13.18,12.975,13.066
2010-09-20,13.088,13.68,12.83,13.79
2010-09-21,13.3,13.24,13.19,13.62
2010-09-22,13.56,13.3062,13.092,13.612
2010-09-23,12.94,13.66,12.95,13.144
2010-09-24,13.286,13.3,13.37,13.55
2010-09-27,13.364,13.5,13.055,13.71
2010-09-28,13.241,13.55,13.08,13.22
2010-09-29,13.52,13.3,13.08,13.4
2010-09-30,13.013,13.42,13.31,13.276
2010-10-01,13.302,13.68,13.0907,13.0
2010-10-04,13.4,13.01,12.977,13.469
2010-10-05,13.313,13.32,13.587,13.608
2010-10-06,13.68,13.68,13.48,13.32
2010-10-07,13.115,13.47,13.16,13.387
2010-10-08,13.045,13.5,13.062,13.294
2010-10-11,13.401,13.8,13.144,13.409
2010-10-12,13.0,14.16,13.58,13.9
2010-10-13,14.245,13.87,13.5653,14.1
2010-10-14,14.23,14.15,13.79,14.1627
2010-10-15,14.3,14.5,14.2321,13.86
2010-10-18,14.23,13.84,13.81,13.786
2010-10-19,13.659,14.26,13.65,13.99
2010-10-20,13.56,13.9,14.013,13.771
2010-10-21,13.89,14.382,13.62,14.059
2010-10-22,13.789,14.431,13.587,14.58
2010-10-25,14.769,14.6,14.81,14.796
2010-10-26,14.457,15.01,14.39,14.839
2010-10-27,14.406,14.4352,14.53,14.35
2010-10-28,14.813,14.38,14.137,14.571
2010-10-29,14.766,14.469,14.3,14.5
2010-11-01,14.74,14.907,14.36,14.539
2010-11-02,15.019,15.16,14.62,14.76
2010-11-03,15.002,15.238,14.83,15.2
2010-11-04,15.18,15.0,15.49,15.376
2010-11-05,15.445,15.89,15.246,15.663
2010-11-08,15.4,16.0,15.36,15.951
2010-11-09,15.35,15.65,15.442,15.667
2010-11-10,15.48,15.793,15.0,15.886
2010-11-11,15.58,15.841,15.706,15.59
2010-11-12,15.661,15.49,15.65,15.601
2010-11-15,15.39,15.6,15.464,16.1245
2010-11-16,15.5,15.87,15.48,15.0
2010-11-17,15.43,15.35,15.383,15.695
2010-11-18,15.14,16.05,15.78,15.49
2010-11-19,15.43,15.681,15.386,15.38
2010-11-22,15.365,16.164,16.01,15.906
2010-11-23,15.26,15.84,15.304,15.9
2010-11-24,15.92,15.795,15.4,16.46
2010-11-26,15.794,16.0125,15.578,15.88
2010-11-29,15.517,15.815,15.2,16.112
2010-11-30,15.627,15.597,15.41,16.0
2010-12-01,16.222,16.586,16.244,16.35
2010-12-02,16.66,16.9327,16.262,16.43
2010-12-03,17.06,16.5857,16.137,17.04
2010-12-06,16.723,16.5,16.402,16.89
2010-12-07,16.68,17.313,16.98,16.83
2010-12-08,17.094,17.144,16.3289,16.54
2010-12-09,16.573,16.7,16.4,16.3
2010-12-10,16.37,16.563,16.46,16.559
2010-12-13,16.536,16.489,16.054,16.602
2010-12-14,15.98,16.77,16.2364,16.4411
2010-12-15,16.089,16.9482,16.44,16.324
2010-12-16,16.85,16.5,16.6,16.809
2010-12-17,16.98,16.814,16.856,17.2002
2010-12-20,16.864,16.868,16.86,16.729
2010-12-21,16.527,17.163,17.03,16.69
2010-12-22,16.9,17.187,16.4,16.521
2010-12-23,16.859,16.944,16.928,16.381
2010-12-27,16.91,16.58,16.15,16.589
2010-12-28,16.315,17.002,16.066,16.614
2010-12-29,16.624,17.16,16.667,16.681
2010-12-30,16.36,17.083,16.6,16.896
2010-12-31,16.266,16.75,16.083,16.404
2011-01-03,16.97,17.39,16.96,16.914
2011-01-04,17.412,16.714,16.27,16.32
2011-01-05,16.71,17.1,16.251,16.608
2011-01-06,16.34,16.99,15.954,16.18
2011-01-07,16.43,16.71,15.98,17.2
2011-01-10,16.49,16.733,16.203,17.025
2011-01-11,16.69,17.08,16.31,16.93
2011-01-12,16.71,16.82,16.56,16.6
2011-01-13,16.359,16.64,16.526,16.37
2011-01-14,16.91,16.398,16.41,16.88
2011-01-18,16.857,16.854,16.857,16.7
2011-01-19,17.05,17.08,16.621,16.959
2011-01-20,16.843,16.975,16.61,16.83
2011-01-21,17.36,17.65,16.63,17.4
2011-01-24,17.0,17.35,17.207,17.526
2011-01-25,17.36,17.11,16.969,17.548
2011-01-26,16.9,17.446,16.57,17.176
2011-01-27,16.84,17.491,16.269,17.01
2011-01-28,16.71,17.31,16.22,16.285
2011-01-31,16.31,16.48,15.538,16.507
2011-02-01,16.22,16.193,16.462,16.717
2011-02-02,16.64,16.809,16.63,16.7
2011-02-03,16.835,16.64,16.047,16.91
2011-02-04,16.53,16.66,16.64,16.3232
2011-02-07,16.64,16.765,16.129,16.395
2011-02-08,16.53,17.059,16.3431,16.85
2011-02-09,16.7,16.64,16.538,16.8695
2011-02-10,16.84,16.65,16.923,16.77
2011-02-11,16.6,17.1,17.19,17.42
2011-02-14,17.112,17.21,17.063,17.04
2011-02-15,16.91,16.8,16.952,16.97
2011-02-16,16.73,17.64,16.853,17.481
2011-02-17,16.86,17.25,16.81,17.55
2011-02-18,16.82,17.124,17.37,17.4923
2011-02-22,16.92,17.022,17.058,16.531
2011-02-23,16.797,16.506,16.015,16.226
2011-02-24,16.416,16.088,16.285,16.124
2011-02-25,16.447,16.79,16.0,16.35
2011-02-28,16.703,16.849,16.347,17.1
2011-03-01,17.027,17.0393,16.14,16.963
2011-03-02,16.351,16.452,15.95,16.24
2011-03-03,16.448,16.98,16.941,16.623
2011-03-04,16.66,17.02,16.33,16.84
2011-03-07,18.0,17.733,16.78,17.3
2011-03-08,17.045,17.626,17.639,17.293
2011-03-09,17.418,17.8,17.27,17.29
2011-03-10,18.89,20.011,18.4912,19.898
2011-03-11,19.28,19.489,18.96,18.98
2011-03-14,18.9,19.04,17.8,18.54
2011-03-15,17.51,18.86,17.97,18.48
2011-03-16,18.3,18.31,17.613,18.2
2011-03-17,18.116,17.834,17.76,17.686
2011-03-18,18.118,18.231,17.706,18.15
2011-03-21,18.296,18.57,18.237,18.086
2011-03-22,18.45,17.664,17.8,18.065
2011-03-23,18.144,19.2,17.576,18.691
2011-03-24,19.22,19.422,18.417,19.21
2011-03-25,19.044,19.7,19.275,18.78
2011-03-28,19.272,18.87,18.97,18.64
2011-03-29,18.863,18.98,18.653,18.94
2011-03-30,18.864,18.86,18.453,18.94
2011-03-31,18.86,19.25,19.06,18.938
2011-04-01,19.104,19.6,18.997,18.964
2011-04-04,19.46,19.424,18.56,18.858
2011-04-05,18.4,18.567,18.349,18.6
2011-04-06,18.44,18.49,18.862,19.072
2011-04-07,18.858,18.66,18.64,18.34
2011-04-08,18.368,18.276,18.3,17.975
2011-04-11,18.27,18.6,17.749,18.326
2011-04-12,18.233,18.73,18.277,18.342
2011-04-13,18.022,18.624,18.257,18.4371
2011-04-14,18.045,18.3373,17.88,18.827
2011-04-15,18.529,18.9,18.28,18.29
2011-04-18,18.12,18.55,18.3,17.981
2011-04-19,18.05,19.02,18.742,18.39
2011-04-20,18.494,19.1,18.458,19.246
2011-04-21,18.896,18.82,19.012,18.6
2011-04-22,18.663,19.09,19.212,18.9
2011-04-25,19.43,19.02,18.77,18.905
2011-04-26,18.548,19.086,18.92,19.0
2011-04-27,18.9,18.91,18.86,19.479
2011-04-28,18.61,19.4,18.758,18.82
2011-04-29,19.318,18.937,18.48,18.7
2011-05-02,18.31,18.81,18.392,18.56
2011-05-03,18.53,18.423,18.1,18.97
2011-05-04,18.864,18.438,18.311,18.48
2011-05-05,18.213,19.223,18.557,18.935
2011-05-06,18.641,18.967,18.83,19.008
2011-05-09,18.7,19.13,18.31,18.21
2011-05-10,18.917,18.87,18.591,18.404
2011-05-11,18.91,18.59,18.56,18.016
2011-05-12,18.76,18.4,17.98,18.763
2011-05-13,18.66,19.016,18.55,18.495
2011-05-16,18.7,18.062,17.802,18.25
2011-05-17,17.9,17.9,17.75,17.69
2011-05-18,18.285,18.54,18.3236,18.546
2011-05-19,18.883,18.857,18.879,19.48
2011-05-20,18.723,18.754,18.892,18.961
2011-05-23,19.0,19.012,18.68,18.37
2011-05-24,18.48,18.47,18.3764,18.314
2011-05-25,19.0,18.66,18.659,18.33
2011-05-26,18.32,18.33,18.08,18.5
2011-05-27,19.09,18.624,18.281,18.59
2011-05-31,18.37,19.299,19.112,18.974
2011-06-01,18.3,19.232,18.16,18.73
2011-06-02,18.47,18.32,18.4,18.33
2011-06-03,17.7,18.13,17.577,18.45
2011-06-06,18.09,19.127,18.308,18.31
2011-06-07,18.0,18.461,18.321,18.572
2011-06-08,18.39,18.96,18.198,18.69
2011-06-09,18.57,18.1537,18.25,18.563
2011-06-10,18.232,17.97,17.7,17.76
2011-06-13,17.757,18.297,18.026,18.29
2011-06-14,18.286,18.0,18.26,18.277
2011-06-15,17.431,18.377,17.84,18.17
2011-06-16,18.02,17.9699,17.65,17.7
2011-06-17,17.966,18.567,18.36,17.74
2011-06-20,18.226,18.5,18.281,18.654
2011-06-21,18.518,18.743,18.09,18.629
2011-06-22,18.3,19.31,18.371,19.11
2011-06-23,18.952,19.66,18.837,19.324
2011-06-24,18.843,19.18,19.002,18.888
2011-06-27,18.7,19.8,19.26,19.591
2011-06-28,19.0,20.2497,19.261,19.902
2011-06-29,19.871,20.575,20.39,20.616
2011-06-30,20.745,20.393,20.09,20.041
2011-07-01,20.45,20.85,19.8,20.706
2011-07-05,20.97,21.0,20.572,21.246
2011-07-06,20.77,20.95,20.85,20.98
2011-07-07,20.25,20.32,19.873,20.29
2011-07-08,20.22,20.8,20.391,20.87
2011-07-11,20.31,20.884,20.464,20.15
2011-07-12,20.526,20.74,20.506,20.765
2011-07-13,20.288,20.169,19.94,20.03
2011-07-14,19.897,20.19,20.1,20.172
2011-07-15,20.268,20.7,20.1,20.0
2011-07-18,20.18,20.2632,20.2612,19.8
2011-07-19,20.227,20.55,20.803,20.81
2011-07-20,21.105,20.2322,19.75,20.693
2011-07-21,20.46,20.6,20.51,20.26
2011-07-22,21.067,20.87,20.648,20.773
2011-07-25,20.358,20.4645,20.024,20.3
2011-07-26,21.121,20.84,21.0,20.43
2011-07-27,20.7,21.4,20.1,19.823
2011-07-28,20.55,20.601,20.2,20.82
2011-07-29,20.61,20.801,19.85,20.613
2011-08-01,20.34,20.677,19.72,20.4
2011-08-02,19.789,20.59,19.85,19.592
2011-08-03,20.206,19.77,19.683,20.09
2011-08-04,20.067,20.02,18.841,18.67
2011-08-05,18.66,19.127,18.18,18.89
2011-08-08,18.12,18.7184,17.47,17.63
2011-08-09,17.862,18.51,17.66,18.09
2011-08-10,18.27,18.02,17.446,18.22
2011-08-11,18.37,19.561,18.099,18.587
2011-08-12,19.106,19.563,18.69,19.58
2011-08-15,19.29,19.451,19.43,19.74
2011-08-16,19.59,19.91,19.02,20.269
2011-08-17,20.0,20.728,19.68,19.66
2011-08-18,18.81,18.709,17.35,18.1937
2011-08-19,17.48,18.579,17.76,17.88
2011-08-22,18.0,18.73,18.041,17.913
2011-08-23,17.8,19.1,18.0,19.186
2011-08-24,18.41,19.32,18.61,18.749
2011-08-25,19.004,19.4,18.917,18.24
2011-08-26,19.03,19.5789,17.9948,19.427
2011-08-29,18.933,19.35,18.83,19.602
2011-08-30,19.564,19.52,19.69,19.69
2011-08-31,20.02,19.79,20.074,19.39
2011-09-01,19.49,19.678,19.605,19.865
2011-09-02,19.59,19.51,18.7,18.953
2011-09-06,18.6,19.31,18.34,19.596
2011-09-07,19.384,20.5784,19.64,19.76
2011-09-08,19.86,20.677,19.489,19.81
2011-09-09,19.57,19.989,19.205,19.391
2011-09-12,18.547,19.76,19.216,18.917
2011-09-13,19.296,19.6105,19.221,19.601
2011-09-14,19.57,19.5,19.139,20.079
2011-09-15,19.9,19.91,19.769,20.132
2011-09-16,19.65,20.576,19.785,19.6
2011-09-19,19.82,21.621,19.772,20.59
2011-09-20,20.81,22.0,21.16,21.09
2011-09-21,21.1,20.99,20.154,20.26
2011-09-22,20.181,20.472,19.341,19.4779
2011-09-23,19.409,20.363,19.0,19.422
2011-09-26,19.823,20.453,20.0,20.159
2011-09-27,20.64,20.68,20.8,20.785
2011-09-28,21.0,20.776,19.88,20.358
2011-09-29,20.112,21.15,19.06,19.837
2011-09-30,19.52,19.66,18.9,18.992
2011-10-03,18.924,19.2,18.688,18.6
2011-10-04,18.36,19.051,17.89,19.273
2011-10-05,19.13,19.78,18.67,19.823
2011-10-06,19.67,19.38,19.223,19.9
2011-10-07,19.803,20.926,19.46,19.9
2011-10-10,20.14,20.986,20.19,20.48
2011-10-11,20.549,21.1,20.753,20.925
2011-10-12,20.971,21.05,20.649,20.972
