day,month,year,open,high,low,close,time,volume,number_of_trades,user,is_verified,location,followers_count,friends_count,clean_tweet,sentiment
27,4,2021,115.66,115.71,115.62,115.62,09:37 AM,1311.0,13.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,115.66,115.71,115.62,115.62,09:37 AM,1311.0,13.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,115.66,115.71,115.62,115.62,09:37 AM,1311.0,13.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,115.68,115.7,115.59,115.67,09:38 AM,606.0,9.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,115.68,115.7,115.59,115.67,09:38 AM,606.0,9.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,115.68,115.7,115.59,115.67,09:38 AM,606.0,9.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,115.68,115.7,115.59,115.67,09:38 AM,606.0,9.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,115.68,115.7,115.59,115.67,09:38 AM,606.0,9.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,115.68,115.7,115.59,115.67,09:38 AM,606.0,9.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,115.68,115.7,115.59,115.67,09:38 AM,606.0,9.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,115.68,115.7,115.59,115.67,09:38 AM,606.0,9.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,115.67,115.67,115.47,115.65,09:39 AM,1099.0,15.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,115.67,115.67,115.47,115.65,09:39 AM,1099.0,15.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,115.67,115.67,115.47,115.65,09:39 AM,1099.0,15.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,115.67,115.67,115.47,115.65,09:39 AM,1099.0,15.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,115.67,115.67,115.47,115.65,09:39 AM,1099.0,15.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,115.67,115.67,115.47,115.65,09:39 AM,1099.0,15.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,115.67,115.67,115.47,115.65,09:39 AM,1099.0,15.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,115.67,115.67,115.47,115.65,09:39 AM,1099.0,15.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,115.765,115.865,115.73,115.865,09:40 AM,1096.0,14.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,115.765,115.865,115.73,115.865,09:40 AM,1096.0,14.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,115.765,115.865,115.73,115.865,09:40 AM,1096.0,14.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,115.765,115.865,115.73,115.865,09:40 AM,1096.0,14.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,115.765,115.865,115.73,115.865,09:40 AM,1096.0,14.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,115.765,115.865,115.73,115.865,09:40 AM,1096.0,14.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,115.765,115.865,115.73,115.865,09:40 AM,1096.0,14.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,115.765,115.865,115.73,115.865,09:40 AM,1096.0,14.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,115.885,116.125,115.885,116.125,09:41 AM,1409.0,14.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,115.885,116.125,115.885,116.125,09:41 AM,1409.0,14.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,115.885,116.125,115.885,116.125,09:41 AM,1409.0,14.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,115.885,116.125,115.885,116.125,09:41 AM,1409.0,14.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,115.885,116.125,115.885,116.125,09:41 AM,1409.0,14.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,115.885,116.125,115.885,116.125,09:41 AM,1409.0,14.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,115.885,116.125,115.885,116.125,09:41 AM,1409.0,14.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,115.885,116.125,115.885,116.125,09:41 AM,1409.0,14.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.14,116.29,116.12,116.235,09:42 AM,2006.0,21.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.14,116.29,116.12,116.235,09:42 AM,2006.0,21.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.14,116.29,116.12,116.235,09:42 AM,2006.0,21.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.14,116.29,116.12,116.235,09:42 AM,2006.0,21.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.14,116.29,116.12,116.235,09:42 AM,2006.0,21.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,116.14,116.29,116.12,116.235,09:42 AM,2006.0,21.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,116.14,116.29,116.12,116.235,09:42 AM,2006.0,21.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.14,116.29,116.12,116.235,09:42 AM,2006.0,21.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.19,116.19,116.09,116.135,09:43 AM,1050.0,13.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.19,116.19,116.09,116.135,09:43 AM,1050.0,13.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.19,116.19,116.09,116.135,09:43 AM,1050.0,13.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.19,116.19,116.09,116.135,09:43 AM,1050.0,13.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.19,116.19,116.09,116.135,09:43 AM,1050.0,13.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,116.19,116.19,116.09,116.135,09:43 AM,1050.0,13.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,116.19,116.19,116.09,116.135,09:43 AM,1050.0,13.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.19,116.19,116.09,116.135,09:43 AM,1050.0,13.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.19,116.19,116.14,116.14,09:44 AM,400.0,4.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.19,116.19,116.14,116.14,09:44 AM,400.0,4.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.19,116.19,116.14,116.14,09:44 AM,400.0,4.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.19,116.19,116.14,116.14,09:44 AM,400.0,4.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.19,116.19,116.14,116.14,09:44 AM,400.0,4.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,116.19,116.19,116.14,116.14,09:44 AM,400.0,4.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,116.19,116.19,116.14,116.14,09:44 AM,400.0,4.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.19,116.19,116.14,116.14,09:44 AM,400.0,4.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.09,116.12,116.09,116.12,09:45 AM,655.0,7.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.09,116.12,116.09,116.12,09:45 AM,655.0,7.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.09,116.12,116.09,116.12,09:45 AM,655.0,7.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.09,116.12,116.09,116.12,09:45 AM,655.0,7.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.09,116.12,116.09,116.12,09:45 AM,655.0,7.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,116.09,116.12,116.09,116.12,09:45 AM,655.0,7.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,116.09,116.12,116.09,116.12,09:45 AM,655.0,7.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.09,116.12,116.09,116.12,09:45 AM,655.0,7.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.17,116.26,116.17,116.19,09:46 AM,987.0,11.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.17,116.26,116.17,116.19,09:46 AM,987.0,11.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.17,116.26,116.17,116.19,09:46 AM,987.0,11.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.17,116.26,116.17,116.19,09:46 AM,987.0,11.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.17,116.26,116.17,116.19,09:46 AM,987.0,11.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,116.17,116.26,116.17,116.19,09:46 AM,987.0,11.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,116.17,116.26,116.17,116.19,09:46 AM,987.0,11.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.17,116.26,116.17,116.19,09:46 AM,987.0,11.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.15,116.15,116.11,116.11,09:47 AM,400.0,4.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.15,116.15,116.11,116.11,09:47 AM,400.0,4.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.15,116.15,116.11,116.11,09:47 AM,400.0,4.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.15,116.15,116.11,116.11,09:47 AM,400.0,4.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.15,116.15,116.11,116.11,09:47 AM,400.0,4.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,116.15,116.15,116.11,116.11,09:47 AM,400.0,4.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,116.15,116.15,116.11,116.11,09:47 AM,400.0,4.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.15,116.15,116.11,116.11,09:47 AM,400.0,4.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.0,116.04,115.99,116.04,09:48 AM,832.0,9.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.0,116.04,115.99,116.04,09:48 AM,832.0,9.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.0,116.04,115.99,116.04,09:48 AM,832.0,9.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.0,116.04,115.99,116.04,09:48 AM,832.0,9.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.0,116.04,115.99,116.04,09:48 AM,832.0,9.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,116.0,116.04,115.99,116.04,09:48 AM,832.0,9.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
27,4,2021,116.0,116.04,115.99,116.04,09:48 AM,832.0,9.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.0,116.04,115.99,116.04,09:48 AM,832.0,9.0,Heather Pechin,0,Canada,371,1315,i just happen to love me a good starbucks sippy cup this gets me through the work day especially on hour 10 ish,Positive
27,4,2021,116.04,116.05,115.99,116.05,09:49 AM,1608.0,15.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.04,116.05,115.99,116.05,09:49 AM,1608.0,15.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.04,116.05,115.99,116.05,09:49 AM,1608.0,15.0,Pita Swift,0,Canada,171,917,why is running out of coffee starbucks coffee,Neutral
27,4,2021,116.04,116.05,115.99,116.05,09:49 AM,1608.0,15.0,Nico,0,Canada,352,508,when you ask for light ice and the barista fills your cup to rim with ice never going to that again,Positive
27,4,2021,116.04,116.05,115.99,116.05,09:49 AM,1608.0,15.0,Rod Murphy ?☕️?⚾️,0,Canada,203,506,are you getting excited for the opening may 21st come out and support your new local s,Positive
